,0
0,0.8636363636363636
1,0.8636363636363636
2,0.8636363636363636
3,0.8636363636363636
4,0.8636363636363636
5,0.8636363636363636
6,0.8636363636363636
7,0.8636363636363636
8,0.8636363636363636
9,0.8636363636363636
10,0.8636363636363636
11,0.8636363636363636
12,0.8636363636363636
13,0.8636363636363636
14,0.8636363636363636
15,0.8636363636363636
16,0.8636363636363636
17,0.8636363636363636
18,0.8636363636363636
19,0.8636363636363636
20,0.8636363636363636
21,0.8636363636363636
22,0.8636363636363636
23,0.8636363636363636
24,0.8636363636363636
25,0.8636363636363636
26,0.8636363636363636
27,0.8636363636363636
28,0.8636363636363636
29,0.8636363636363636
30,0.8636363636363636
31,0.8636363636363636
32,0.8636363636363636
33,0.8636363636363636
34,0.8636363636363636
35,0.8636363636363636
36,0.8636363636363636
37,0.8636363636363636
38,0.8636363636363636
39,0.8636363636363636
40,0.8636363636363636
41,0.8636363636363636
42,0.8636363636363636
43,0.8636363636363636
44,0.8636363636363636
45,0.8636363636363636
46,0.8636363636363636
47,0.8636363636363636
48,0.8636363636363636
49,0.8636363636363636
50,0.8636363636363636
51,0.9047619047619048
52,0.9047619047619048
53,0.9047619047619048
54,0.9047619047619048
55,0.9047619047619048
56,0.9047619047619048
57,0.9047619047619048
58,0.9047619047619048
59,0.9047619047619048
60,0.9047619047619048
61,0.9047619047619048
62,0.9047619047619048
63,0.9047619047619048
64,0.9047619047619048
65,0.9047619047619048
66,0.95
67,0.95
68,0.95
69,0.95
70,0.95
71,0.95
72,0.95
73,0.95
74,0.95
75,0.95
76,0.95
77,0.95
78,0.95
79,0.95
80,0.95
81,0.95
82,0.95
83,0.95
84,0.95
85,0.95
86,0.9473684210526315
87,0.9473684210526315
88,0.9473684210526315
89,0.9411764705882353
90,0.9411764705882353
91,0.9375
92,0.9375
93,0.9375
94,0.9375
95,0.9333333333333333
96,1.0
97,1.0
98,1.0
