,0
0,0.9357798165137615
1,0.9357798165137615
2,0.9357798165137615
3,0.9357798165137615
4,0.9357798165137615
5,0.9357798165137615
6,0.9357798165137615
7,0.9357798165137615
8,0.9357798165137615
9,0.9357798165137615
10,0.9357798165137615
11,0.9357798165137615
12,0.9357798165137615
13,0.9357798165137615
14,0.9357798165137615
15,0.9357798165137615
16,0.9357798165137615
17,0.9357798165137615
18,0.9357798165137615
19,0.9357798165137615
20,0.9357798165137615
21,0.9357798165137615
22,0.9357798165137615
23,0.9357798165137615
24,0.9357798165137615
25,0.9357798165137615
26,0.9357798165137615
27,0.9357798165137615
28,0.9357798165137615
29,0.9357798165137615
30,0.9357798165137615
31,0.9357798165137615
32,0.9357798165137615
33,0.9357798165137615
34,0.9357798165137615
35,0.9357798165137615
36,0.9357798165137615
37,0.9357798165137615
38,0.9357798165137615
39,0.9357798165137615
40,0.9357798165137615
41,0.9357798165137615
42,0.9357798165137615
43,0.9357798165137615
44,0.9357798165137615
45,0.9357798165137615
46,0.9357798165137615
47,0.9357798165137615
48,0.9357798165137615
49,0.9357798165137615
50,0.9357798165137615
51,0.9357798165137615
52,0.9357798165137615
53,0.9351851851851852
54,0.9351851851851852
55,0.9351851851851852
56,0.9351851851851852
57,0.9351851851851852
58,0.9351851851851852
59,0.9439252336448598
60,0.9439252336448598
61,0.9528301886792453
62,0.9528301886792453
63,0.9528301886792453
64,0.9528301886792453
65,0.9519230769230769
66,0.9611650485436893
67,0.9611650485436893
68,0.9607843137254902
69,0.9607843137254902
70,0.9607843137254902
71,0.9603960396039604
72,0.96
73,0.9595959595959596
74,0.9595959595959596
75,0.9595959595959596
76,0.9595959595959596
77,0.9591836734693877
78,0.9690721649484536
79,0.968421052631579
80,0.9666666666666667
81,0.9659090909090909
82,0.9659090909090909
83,0.9655172413793104
84,0.9647058823529412
85,0.9642857142857143
86,0.9629629629629629
87,0.9620253164556962
88,0.961038961038961
89,0.9594594594594594
90,0.971830985915493
91,0.9705882352941176
92,0.9696969696969697
93,0.96875
94,0.9629629629629629
95,0.9791666666666666
96,0.9743589743589743
97,1.0
98,1.0
