,0
0,0.7142857142857143
1,0.7142857142857143
2,0.7142857142857143
3,0.7142857142857143
4,0.7142857142857143
5,0.7142857142857143
6,0.7142857142857143
7,0.7142857142857143
8,0.7142857142857143
9,0.7142857142857143
10,0.7142857142857143
11,0.7142857142857143
12,0.7142857142857143
13,0.7142857142857143
14,0.7142857142857143
15,0.7142857142857143
16,0.7142857142857143
17,0.7142857142857143
18,0.7142857142857143
19,0.7142857142857143
20,0.7142857142857143
21,0.7142857142857143
22,0.7142857142857143
23,0.7142857142857143
24,0.7142857142857143
25,0.7142857142857143
26,0.7142857142857143
27,0.7142857142857143
28,0.7142857142857143
29,0.7142857142857143
30,0.7142857142857143
31,0.7142857142857143
32,0.7142857142857143
33,0.7142857142857143
34,0.7142857142857143
35,0.7142857142857143
36,0.7142857142857143
37,0.7142857142857143
38,0.7142857142857143
39,0.7142857142857143
40,0.7142857142857143
41,0.7142857142857143
42,0.7142857142857143
43,0.7142857142857143
44,0.7142857142857143
45,0.7142857142857143
46,0.7142857142857143
47,0.7142857142857143
48,0.7142857142857143
49,0.7142857142857143
50,0.7142857142857143
51,0.7142857142857143
52,0.7142857142857143
53,0.7407407407407407
54,0.7407407407407407
55,0.7407407407407407
56,0.7307692307692307
57,0.72
58,0.72
59,0.72
60,0.72
61,0.72
62,0.72
63,0.72
64,0.72
65,0.72
66,0.72
67,0.72
68,0.72
69,0.72
70,0.72
71,0.75
72,0.7391304347826086
73,0.7391304347826086
74,0.7272727272727273
75,0.7272727272727273
76,0.7272727272727273
77,0.8
78,0.8
79,0.8421052631578947
80,0.8421052631578947
81,0.8421052631578947
82,0.8888888888888888
83,0.8888888888888888
84,0.9375
85,0.9333333333333333
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,1.0
96,1.0
97,1.0
98,1.0
