,0
0,0.7916666666666666
1,0.7916666666666666
2,0.7916666666666666
3,0.7916666666666666
4,0.7916666666666666
5,0.7916666666666666
6,0.7916666666666666
7,0.7916666666666666
8,0.7916666666666666
9,0.7916666666666666
10,0.7916666666666666
11,0.7916666666666666
12,0.7916666666666666
13,0.7916666666666666
14,0.7916666666666666
15,0.7916666666666666
16,0.7916666666666666
17,0.7916666666666666
18,0.7916666666666666
19,0.7916666666666666
20,0.7916666666666666
21,0.7916666666666666
22,0.7916666666666666
23,0.7916666666666666
24,0.7916666666666666
25,0.7916666666666666
26,0.7916666666666666
27,0.7916666666666666
28,0.7916666666666666
29,0.7916666666666666
30,0.7916666666666666
31,0.7916666666666666
32,0.7916666666666666
33,0.7916666666666666
34,0.7916666666666666
35,0.7916666666666666
36,0.7916666666666666
37,0.7916666666666666
38,0.7916666666666666
39,0.7916666666666666
40,0.7916666666666666
41,0.7916666666666666
42,0.7916666666666666
43,0.7916666666666666
44,0.7916666666666666
45,0.7916666666666666
46,0.7916666666666666
47,0.7916666666666666
48,0.7916666666666666
49,0.7916666666666666
50,0.7916666666666666
51,0.8636363636363636
52,0.8636363636363636
53,0.8636363636363636
54,0.8636363636363636
55,0.9047619047619048
56,0.9047619047619048
57,0.9047619047619048
58,0.9047619047619048
59,0.9047619047619048
60,0.9047619047619048
61,0.9047619047619048
62,0.9047619047619048
63,0.9047619047619048
64,0.9047619047619048
65,0.9047619047619048
66,0.9047619047619048
67,0.9047619047619048
68,0.9047619047619048
69,0.9047619047619048
70,0.95
71,0.95
72,0.95
73,0.95
74,0.95
75,0.95
76,0.95
77,0.95
78,0.95
79,0.9473684210526315
80,0.9473684210526315
81,0.9473684210526315
82,0.9473684210526315
83,0.9473684210526315
84,0.9444444444444444
85,0.9375
86,0.9375
87,0.9375
88,0.9375
89,0.9375
90,0.9375
91,0.9375
92,0.9333333333333333
93,0.9333333333333333
94,0.9285714285714286
95,0.9285714285714286
96,0.9230769230769231
97,0.9166666666666666
98,1.0
